Job Title,Company,Date,Location,Skills,Link,Salary,Responsibilities
Middle Data Scientist,Vertex Technologies  -,1 month ago,"Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Data Analysis · Machine Learning · Statistical Modeling · Data Visualization · Big Data Technologies · Problem Solving · Communication · LLM orchestration tools · Databases,https://wuzzuf.net/jobs/p/ytubatrtqqp2-middle-data-scientist-vertex-technologies-cairo-egypt,Confidential,"English level upper intermediate+; / Good mathematical and statistical background, tensor calculus; / Good knowledge of databases such as Postgres, MongoDB, and SQL; / Python language including practical experience with Scikit-learn, Numpy, Pandas, and Matplot libraries; / Experience with gradient boosting algorithms (XGBoost or LightGBM); / Familiarity with LLM orchestration tools (e.g., LangChain, LangGraph); / Experience using or integrating with cloud LLM APIs (e.g., OpenAI, Claude, Amazon Bedrock, Vertex AI); / Hands-on experience with Retrieval-Augmented Generation (RAG) pipelines and vector databases (e.g., pgvector, FAISS, Weaviate, Pinecone); / Practical experience with prompt engineering techniques, agentic tools and workflows; / At least 1 framework to build and train neural networks (TensorFlow/Keras, PyTorch), a good understanding of neural networks architectures, and how-tos; / Commercial experience with classic machine learning and deep learning, including NLP and CV models like Bert, Resnet; / Practical skills in building en-to-end ML training pipelines (data load, preprocess, train, inference), as well as GitHub / GitLab CI/CD flows; / Docker or Kubernetes platform; / Work experience as a Data Scientist more than 2 years."
AI Developer (Outsource),Prometeon tyres group – Egypt -,2 months ago,"Alexandria, Egypt",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Computer Science · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/xvz7wojwcxo4-ai-developer-outsource-prometeon-tyres-group-egypt-alexandria-egypt,Confidential,"Strong knowledge of Python and common AI libraries. / Understanding of Machine Learning concepts (classification, regression, clustering). / Familiarity with frameworks such as TensorFlow, PyTorch, or Scikit-learn. / Basic understanding of data structures and algorithms. / Experience working with data processing libraries (Pandas, NumPy). / Knowledge of REST APIs and integrating models into applications. / Familiarity with Git and version control. / Basic knowledge of SQL and databases. / Problem-solving mindset and ability to work in a team environment."
Senior Full-Stack Engineer Backend · Frontend · DevOps · Cloud Infrastructure,Confidential -,28 days ago,"Munich, Germany",Full TimeRemoteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Cloud · DevOps · Information Technology (IT) · Software Development · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/gsoalsfptcfl-senior-full-stack-engineer-backend-frontend-devops-cloud-infrastructure-munich-germany,Confidential,"2 – 5 years of hands-on professional experience in full-stack software development / Deep working knowledge of at least one backend framework (Fastify, NestJS, FastAPI, Gin, or ASP.NET Core) / Solid frontend experience with React or Next.js — you understand how the browser renders and optimizes content, not just how to write components / Strong SQL fundamentals: schema design, normalization, indexing, query planning, and performance tuning in PostgreSQL / Experience with MongoDB: schema design for document-oriented data, aggregation pipelines, indexing strategies / Practical experience with Docker — containerizing applications, writing multi-stage Dockerfiles, running Docker Compose environments / Familiarity with at least one cloud platform — AWS, Hetzner, or equivalent — for deploying and operating live production services / Understanding of web performance: what affects load times, how to measure it (Lighthouse, WebPageTest, Core Web Vitals), and how to fix it / Solid grasp of web security principles: OWASP Top 10, secure coding practices, secrets management, and dependency vulnerability awareness / Experience writing unit, integration, and end-to-end tests (Jest, Vitest, Playwright, Cypress, or equivalent) / Strong command of English for asynchronous and synchronous communication with an international team"
Database Vendor Support,Efada Technology -,2 months ago,"Cairo, Egypt",Full TimeOn-siteExperienced · 4+ Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Customer Support · Database · Information Technology (IT) · SQL · Linux · Microsoft SQL Server,https://wuzzuf.net/jobs/p/ongwukao8xnv-database-vendor-support-efada-technology-cairo-egypt,Confidential,"Bachelor’s degree in computer science, Information Systems, or equivalent experience. / 4+ years of hands-on DBA experience with strong, demonstrable expertise in at least two of: MongoDB, MySQL/MariaDB, Microsoft SQL Server. / Proven track record of resolving complex production incidents and driving long-term improvements. / Deep SQL expertise and experience optimizing complex queries, indexing strategies, and execution plans; familiarity with MongoDB query optimization and sharding strategies. / Strong experience with HA, replication, clustering, sharding, and disaster recovery design and operations. / Hands-on experience with cloud-managed database services (AWS RDS/Aurora, Azure SQL, Google Cloud SQL, MongoDB Atlas) and hybrid cloud deployments. / Experience with database migration projects, schema evolution strategies, and zero-downtime deployment techniques. / Proficiency with monitoring/observability tools and log analysis; strong diagnostic skills for performance and resource-related issues. / Scripting/automation skills (Python, Bash, PowerShell) and experience with configuration management / IaC (Ansible, Terraform, CI/CD tooling). / Solid understanding of Linux and Windows server environments, storage, and networking as they relate to database performance. / Excellent communication skills; comfortable coordinating with vendors (MongoDB, Microsoft, Oracle, etc.) and presenting technical information to stakeholders. / Strong documentation skills and commitment to operational excellence and compliance. / English proficiency required for vendor interaction and technical documentation."
Application Support Engineer,etisal for advanced industries  -,28 days ago,"6th of October, Giza, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Computer Science · Application Support · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/o2h2xl5duxsw-application-support-engineer-etisal-for-advanced-industries-giza-egypt,Confidential,"BA in Computer Science or equivalent. / 1-3 years of experience with same position / Proficiency in Microsoft Office (Excel, Outlook, Word, and PowerPoint). / Previous Experience using ERP / Excellent in English."
DevOps Specialist,Gulf Data International  -,2 months ago,"Heliopolis, Cairo, Egypt",Full TimeRemoteExperienced · 6 - 10 Yrs of Exp · IT/Software Development · API · DevOps,https://wuzzuf.net/jobs/p/7w8n4ziykj6a-devops-specialist-gulf-data-international-cairo-egypt,Confidential,"Minimum of 6 years of professional DevOps experience. / Relevant certifications in cloud technologies or DevOps practices are advantageous. / Excellent problem-solving abilities and strong collaboration skills. / Capacity to thrive in fast-paced, Agile environments."
Odoo ERP Implementer,KZ for Pesticides and Chemicals.  -,2 months ago,"Dokki, Giza, Egypt",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · ERP · Odoo · Python · SQL · JavaScript,https://wuzzuf.net/jobs/p/7zctekbzg2vb-odoo-erp-implementer-kz-for-pesticides-and-chemicals-giza-egypt,Confidential,"Educational Background: A degree in Computer Science, Information Technology, or a related field is highly desirable. / Technical Skills: Proficiency in Python, SQL, and JavaScript is essential. Familiarity with Odoo development and database management is a significant advantage. / ERP Knowledge: Prior experience with Odoo is a Must. / Soft Skills: Excellent communication, problem-solving, and project management skills are crucial for success in this role. / Experience: 1-3 years of experience in ERP implementation or software development. Entry-level candidates with a strong aptitude for learning are encouraged to apply. / Documentation: Ability to create clear and concise technical documentation."
Odoo Developer (Mid-Level),ecoSAS International -,2 months ago,"Giza, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Odoo · Computer Science · Odoo Development · Technology · Python · Development,https://wuzzuf.net/jobs/p/eywvysz560lt-odoo-developer-mid-level-ecosas-international-giza-egypt,Confidential,"Qualifications  / Bachelor’s degree in Computer Science, Information Technology, or Information Systems / 3+ years of Odoo development experience.  / Strong proficiency in Python and Web Services."
Business Analyst,Ibn Sina Pharma -,2 months ago,"New Cairo, Cairo, Egypt",InternshipHybridEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Business Analysis · Computer Science · Data Analysis · Information Technology (IT) · Python · SQL,https://wuzzuf.net/internship/u1p4bogldozr-business-analyst-ibn-sina-pharma-cairo-egypt,Confidential,"Educational Background: A Bachelor's degree in Computer Science, Information Technology, or a related field is highly desirable. / Technical Skills: Proficiency in SQL and Python is a significant advantage. Familiarity with data visualization tools is a plus. / Analytical Abilities: Strong analytical and problem-solving skills are essential. / Communication Skills: Excellent written and verbal communication skills are required. / Experience: 0-1 years of relevant experience. Entry-level candidates are encouraged to apply. / Essential Skills: Must be proficient in Analysis, Business Analysis, Data Analysis, Critical Thinking, and Process Improvement. / Other Attributes: A proactive attitude, a strong work ethic, and a passion for technology are highly valued."
Senior Data Scientist,Egabi FSI  -,2 months ago,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Data Mining · Data Science · data scientist · Hadoop · Machine Learning · Python · SQL,https://wuzzuf.net/jobs/p/o1a7fazksizo-senior-data-scientist-egabi-fsi-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Data Science, or a related field. / Proven experience as a Data Scientist or in a similar analytical role. / Proficiency in programming languages such as Python, R scripting, or SQL. / Experience with machine learning frameworks and libraries (e.g., TensorFlow, scikit-learn, PyTorch). / Strong knowledge of statistical analysis, data mining, and data visualization techniques. / Familiarity with data visualization tools such as Tableau, Power BI, or Matplotlib. / Excellent problem-solving skills, result-oriented, and attention to detail. / Strong communication skills with the ability to explain complex concepts to non-technical stakeholders. / Experience with big data technologies (e.g., Hadoop, Spark) is a plus. / Knowledge of cloud platforms (e.g., AWS, Google Cloud, Azure) is desirable. / Excellent English speaking and business writing"
Tech Lead / Principal Engineer – Full‑Stack & AI Systems,Makkook.AI -,2 months ago,"Maadi, Cairo, Egypt","Full TimeOn-siteSenior Management · 8 - 20 Yrs of Exp · Engineering - Telecom/Technology · Tech Lead / Principal Engineer – Full‑Stack & AI Systems · Backend (Mandatory): Python, Node.js, or .NET Core; REST APIs; database design (PostgreSQL, SQL Server); distributed systems; caching, queues, performance optimization Frontend (Mandatory): React/Next.js or Angular; data‑heavy dashboards; state management · Front-End Development · Mobile App Development · DevOps · Network Infrastructure · Software Testing · Quality Management · Data Integration",https://wuzzuf.net/jobs/p/blne8rf8kvkp-tech-lead-principal-engineer-fullstack-ai-systems-makkook-ai-cairo-egypt,Confidential,7+ years in software engineering / 2–3+ years in a technical leadership role / Proven experience building and scaling production systems
Senior Full-Stack Engineer,Oliv -,2 months ago,"Cairo, Egypt",Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Golang · Go · Python · PostgreSQL · Docker · DevOps · Fintech · Payments,https://wuzzuf.net/jobs/p/c1uddf4aotdw-senior-full-stack-engineer-oliv-cairo-egypt,Confidential,Not Specified
AI Engineer (LLM & AI Applications),Exab -,2 months ago,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Computer Science · Engineering · Information Technology (IT) · Data Science · LLMs (Large Language Models) · Python,https://wuzzuf.net/jobs/p/zswfgfcppaym-ai-engineer-llm-ai-applications-exab-cairo-egypt,Confidential,"Experience: 3-7 years of proven experience in AI, Machine Learning, or a related field. / Education: Bachelor's or Master's degree in Computer Science, Engineering, Data Science, or a related field. / Technical Skills: Strong proficiency in Python, TensorFlow, PyTorch, and other relevant AI/ML frameworks. / LLMs: Hands-on experience with Large Language Models and their application in real-world scenarios. / NLP: Solid understanding of Natural Language Processing techniques. / AI Application Development: Experience in developing and deploying AI applications from concept to production. / Web Scraping: Proficiency in web scraping techniques for data collection. / Analytical Skills: Strong analytical and problem-solving skills."
Technical Support Engineer II - Fluent French,Docusign -,2 months ago,"Cairo, Egypt",Full TimeRemoteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Technical Support · SaaS · XML · JSON · Wireshark · Fiddler,https://wuzzuf.net/jobs/p/hxkq0hqjsym4-technical-support-engineer-ii-fluent-french-docusign-cairo-egypt,Confidential,"Fluent French with strong English (written and spoken) for daily collaboration across global teams. / Bachelor’s degree in Computer Science, Engineering or a related field, or equivalent hands‑on experience in a technical support environment. / 2+ years troubleshooting SaaS products in a Technical Support (or similar) role, preferably in a customer-facing capacity. / Comfortable working with web-based environments (HTTP, JSON, IIS, HTML, CSS) and at least some of: XML, C#, Python, PHP, JavaScript, jQuery. / Confident using log and network analysis tools (e.g. Wireshark, Fiddler, Charles Proxy, browser developer tools) to get to the root cause. / Exposure to Salesforce administration, Microsoft, Dynamics and/or SharePoint administration."
ERP Senior Specialist – Odoo,MATGR For Engineering And Trading -,2 months ago,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ERP · Odoo · ERP Implementation · oodo implementation · XML · HTML · Information Technology (IT),https://wuzzuf.net/jobs/p/jy17wohtf60j-erp-senior-specialist-odoo-matgr-for-engineering-and-trading-cairo-egypt,Confidential,"Technical: Odoo framework, Python, ORM, API, JavaScript, XML, HTML. / Functional: Hands-on experience with Odoo versions 8 through 17 is highly desirable. Demonstrated ability to gather and analyze client requirements and translate them into effective solutions. / Excellent communication and interpersonal skills for client-facing interactions. / Proficiency in documenting business processes, functional requirements, and user guides. / Ability to work independently and collaboratively in a fast-paced, remote environment. / Strong problem-solving skills and attention to detail. Experience with data migration, system integration, and user training. / Soft Skills: Communication, Troubleshooting, Training, Project Management. / Bachelor's degree in Business, Information Systems, Computer Science, or a related field."
Odoo Developer,AzkaTech -,2 months ago,"Cairo, Egypt",Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Odoo · CSS · Development · Git · HTML · JavaScript,https://wuzzuf.net/jobs/p/q9lu6ylbftja-odoo-developer-azkatech-cairo-egypt,Confidential,"Minimum 3 years of professional experience in Odoo development. / Bachelor’s degree in Computer Science or a related field. / Strong proficiency in Python and the Odoo framework (ORM, API). / Solid knowledge of Odoo front-end technologies (XML, JavaScript/OWL, HTML, CSS). / Strong understanding of PostgreSQL and relational databases. / Experience developing and customizing Odoo modules from scratch. / Experience integrating Odoo with third-party applications. / Familiarity with Git version control. / Understanding of Odoo domains such as Accounting, Inventory, Manufacturing, HR, or Reporting is a plus. / Excellent problem-solving and communication skills. / Excellent English Communication / Ability to work independently and collaborate effectively in a remote environment."
AI & Data Science Engineer,Raya Distribution -,2 months ago,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Computer Engineering · Computer Science · Data Science · Information Technology (IT) · Software Engineering · Python · SQL,https://wuzzuf.net/jobs/p/r1yxretv7hyo-ai-data-science-engineer-raya-distribution-cairo-egypt,Confidential,"Strong knowledge of Python (Pandas, NumPy, Scikit-learn, etc.) / Experience with Machine Learning & Statistical Modeling / Experience in data preprocessing and feature engineering / Strong SQL knowledge and experience with relational databases / Experience with data visualization tools (Power BI, Tableau, or similar) / Understanding of model evaluation metrics and validation techniques / Experience working with APIs and model deployment"
Technical Recruiter / Technical Software Engineer (Hiring & Candidate Evaluation),Agency -,2 months ago,"Cairo, Egypt",Freelance / ProjectRemoteExperienced · 3 - 7 Yrs of Exp · Human Resources · IT/Software Development · Technical Recruitment · Technical Screening · Candidate Evaluation · Interviewing · Talent acquisition · English Fluency · Technical Assessment · Coding Test Review,https://wuzzuf.net/jobs/p/wnivckcf1ryg-technical-recruiter-technical-software-engineer-hiring-candidate-evaluation-agency-cairo-egypt,Confidential,"Strong technical background in software engineering or computer science / Prior experience in technical recruiting, technical interviewing, or engineering candidate assessment / Ability to understand and evaluate software engineering skills across common stacks such as Python, JavaScript, backend systems, APIs, and related technologies / Strong ability to independently review coding tests and validate whether a candidate truly meets the required standard / Excellent written and spoken English / Must be able to assess whether a candidate’s English is fluent and work-ready / Strong judgment, attention to detail, and ability to detect weak or misleading candidate performance / Organized, reliable, and capable of handling multiple candidates efficiently"
Data Scientist And Machine learning Engineer - Applied AI & Knowledge Sharing,EpsilonAI -,2 months ago,"Nasr City, Cairo, Egypt",Full TimeHybridEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Data Science · Machine Learning · Python Programming · Teaching & Instruction · Curriculum Development · Statistical Analysis · Communication · AI Tools & Frameworks,https://wuzzuf.net/jobs/p/hif824t4axxr-data-scientist-and-machine-learning-engineer-applied-ai-knowledge-sharing-epsilonai-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Computer Engineering, Software Engineering, Information Systems, or any related technical field (required) / 0-3 years of professional experience in data science, machine learning, or artificial intelligence."
Senior Demand Planning,ICON Holding -,9 days ago,"Helwan, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Other · Demand Planning · Engineering · Supply Chain · Planning · Analysis · ERP · Forecasting · Sales,https://wuzzuf.net/jobs/p/4w0jegr1l0rx-senior-demand-planning-icon-holding-cairo-egypt,Confidential,"Bachelor’s degree in Supply Chain, Industrial Engineering. / 3-5 years of experience in demand planning or supply chain analytics / Strong knowledge of forecasting techniques (time series, regression, machine learning basics) / Hands-on experience with ERP/APS systems (e.g., SAP APO, SAP IBP) / Advanced proficiency in Excel and data analysis tools / Experience with SQL or Python is a strong advantage / Strong analytical thinking and problem-solving skills"
Junior GIS Technician,Citylogix ME   -,25 days ago,"Katameya, Cairo, Egypt",Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Engineering - Other · Arc GIS · GIS · QGIS,https://wuzzuf.net/jobs/p/fjjxhm9qrq1a-junior-gis-technician-citylogix-me-cairo-egypt,Confidential,"Bachelor’s or Certificate in Computer Science, Geomatics Engineering, GIS or related field. / Experience of working with ArcGIS a plus / Familiarity or experience working with QGIS and python is a plus."
Computer Software Developer,Industrial Modernisation Centre (IMC) -,7 days ago,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/pkscdyrd5uo5-computer-software-developer-industrial-modernisation-centre-imc-cairo-egypt,Confidential,Bachelor’s degree in Computer Science or a related field. / 3 to 5 years of experience in software development. / Experience in developing applications using Oracle Forms. / Proficiency in Python programming and the Django framework. / Experience in developing web applications using PHP. / Strong knowledge of databases and writing queries using SQL. / Experience in developing user interfaces using HTML / CSS / JavaScript. / Proficiency in using Bootstrap for responsive design. / Strong problem-solving and analytical skills. / Ability to work effectively within a team. / Proficiency in both Arabic and English.
Software Engineer,Confidential -,4 days ago,"Mohandessin, Giza, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Agile · Computer Science · Information Technology (IT) · Software Development Life Cycle (SDLC) · Problem-solving · Object-Oriented Programming (OOP) · Data Structures · Algorithms · Version Control (Git),https://wuzzuf.net/jobs/p/5m1tjs1jg0i1-software-engineer-giza-egypt,Confidential,"Bachelor's degree in Computer Science, Software Engineering, or related field / Proficiency in at least one programming language (e.g., Python, JavaScript, Java, etc.) / Familiarity with AI coding assistants and prompt engineering / Basic understanding of software testing methodologies (manual and/or automated) / Strong problem-solving and analytical skills"
Senior BIM Engineer,Estithmar Holding  -,19 hours ago,"Downtown, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Autodesk Revit · Architecture · Engineering · Navisworks · AutoCAD · AutoCAD Architecture · Autodesk Autocad · Autodesk,https://wuzzuf.net/jobs/p/wkg7m79b6smh-senior-bim-engineer-estithmar-holding-cairo-egypt,Confidential,"Bachelor's degree in architecture. / Minimum 4-6 years of experience in BIM implementation and coordination. / Proficiency in BIM tools: Autodesk Revit, Navisworks, AutoCAD, BIM 360, Civil 3D. / Familiarity with Clash Detection, LOD standards, COBie, ISO 19650, and CDE workflows. / Experience in working on large-scale infrastructure or building projects. / Strong knowledge of construction methods, engineering principles, and project lifecycle. / Experience in scripting (Dynamo, Python) is an advantage. / Excellent communication and coordination skills. / BIM certifications (e.g., Autodesk Certified Professional, BRE, buildingSMART) are a plus."
Full Stack Developer,Ibn Sina Pharma -,7 days ago,"Obour City, Cairo, Egypt",Full TimeHybridExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · React · HTML · .Net · Node.js · CSS,https://wuzzuf.net/jobs/p/uvdizpluunee-full-stack-developer-ibn-sina-pharma-cairo-egypt,Confidential,Not Specified
AI Prompt Engineer,Inventors Incubator -,2 days ago,"Alexandria, Egypt",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · IT/Software Development · AI · Computer Science · Software Development,https://wuzzuf.net/jobs/p/u8jus9utthq0-ai-prompt-engineer-inventors-incubator-alexandria-egypt,Confidential,"Strong understanding of AI/ML concepts, especially Large Language Models / Experience with prompt engineering and working with AI tools (e.g., ChatGPT, Claude, Windsurf, APIs) / Background in software development (Python, JavaScript, React, Node.js, React Native or similar) / Analytical mindset with strong problem-solving skills / Excellent communication and documentation abilities / Ability to work in a collaborative, fast-paced environment / Experience with AI frameworks and APIs (OpenAI, Hugging Face, etc.) / Familiarity with NLP concepts / Experience in testing and evaluating AI outputs"
Application Support Engineer,e-finance -,19 days ago,"Smart Village, Giza, Egypt",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Application Support · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/brdy8volk233-application-support-engineer-e-finance-giza-egypt,Confidential,"Bachelor's degree in computer science, Engineering, or related discipline with an IT focus is preferred. / • Fresh graduates or maximum 1 year experience in Application support preferred banking and transactions processing fields or Government Projects is a plus / • Analytical thinking and problem determination capabilities. / • System Integrations and APIs, Postman and SOAP UI awareness is a must. / • MS SQL, Oracle SQL hands on Experience is preferable. / • Basic Networking knowledge / • Basic Linux commands. / • Awareness of IT systems Architecture. / • Python Knowledge is a plus. / • Kubernetes and OpenShift knowledge are a plus. / • No-SQL DB knowledge is a plus. / • Kibana logging and ELK knowledge is a plus"
Senior Machine Learning Engineer,Solship -,19 days ago,"Cairo, Egypt",Full TimeRemoteExperienced · 3 - 7 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/7j1nv1ifczfr-senior-machine-learning-engineer-solship-cairo-egypt,Confidential,Not Specified
Software Engineer,Boysen Egypt -,8 days ago,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · C/C++ · CAN · Paython,https://wuzzuf.net/jobs/p/gjyttdn4krkd-software-engineer-boysen-egypt-giza-egypt,Confidential,"Bachelor’s degree in computer science, Electrical Engineering, or a comparable qualification / From 3 to 5 years’ experience in embedded software development, ideally in the automotive sector / Knowledge of the programming languages C/C++ and Python / Experience in developing software for real-time operating systems / Knowledge of CAN and LIN bus systems and the corresponding communication protocols / Familiarity with development processes according to ASPICE / Experience in development in accordance with the MISRA-C programming standard is a plus / Knowledge of AUTOSAR Classic and build systems (e.g., CMake, Jenkins) is a plus / Ability to work in a team, structured approach to work, and commitment to quality"
Research Manager,Harvest Foods -,1 month ago,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Sales/Retail · Market Research · Research · Forecasting,https://wuzzuf.net/jobs/p/h5twgkjrm78k-research-manager-harvest-foods-giza-egypt,Confidential,"Bachelor’s/master’s degree in marketing, Business, Economics, Statistics, or related field. / 5–7 years of experience in market research agencies (Nielsen, Ipsos, Kantar, etc.) is a must. / Strong expertise in consumer panel data, retail audits, and advanced forecasting models. / Proficiency in statistical software (SPSS, R, Python, or equivalent) and data visualization tools (Power BI, Tableau). / Excellent communication and presentation skills, with the ability to influence senior stakeholders. / Strong business acumen and understanding of FMCG dynamics."
Odoo Specialist,YONI Furniture  -,1 month ago,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ERP · Information Technology (IT) · Odoo · ERP Implementation,https://wuzzuf.net/jobs/p/jxxfiisdgagk-odoo-specialist-yoni-furniture-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Information Systems, Business Information Technology, or a related field. / 1-3 years of experience in Odoo implementation or ERP systems. / Strong understanding of Odoo modules (Sales, CRM, Accounting, Inventory, HR, etc.). / Experience with business process analysis and ERP implementation projects. / Basic understanding of Python, PostgreSQL, and Odoo framework is a plus. / Experience with data migration and system integration. / Strong analytical and problem-solving skills. / Excellent communication and stakeholder management skills. / Very good command of English."
Senior Odoo Developer,Arma-HSA -,1 month ago,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Odoo · Software Development · Computer Science · Information Technology (IT) · Agile · CSS · Engineering · HTML5 · JavaScript,https://wuzzuf.net/jobs/p/gtiricpm78pb-senior-odoo-developer-arma-hsa-cairo-egypt,Confidential,"Education: Bachelor's degree in computer science, Information Technology, Software Engineering, or a related field. / Experience: A minimum of 3-5 years of dedicated experience in Odoo development and customization. / Odoo Certification: Official Odoo Functional or Technical certification is highly desirable. / Expert-level knowledge of Python and the Odoo framework (including the ORM API). / Strong proficiency in PostgreSQL with the ability to write efficient SQL queries. / Solid understanding of web technologies: JavaScript, HTML5, CSS, XML, and QWeb. / Extensive experience with API integrations (XML-RPC, REST). / Excellent problem-solving, analytical, and critical-thinking skills. / Strong communication and interpersonal skills, with the ability to explain complex technical concepts to nontechnical stakeholders. / Experience working in an Agile/Scrum development environment. / Familiarity with SAP systems is highly preferred and/or FMCG industry experience"
Cyber Security Engineer,Saudi German Hospital  -,29 days ago,"New Nozha, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Computer Science · Cyber Security · Engineering · Information Technology (IT) · Security · Fortinet · Information Security · Cisco · Linux,https://wuzzuf.net/jobs/p/xzcakglqc9b7-cyber-security-engineer-saudi-german-hospital-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Information Security, or related field. / 5–10 years of experience in cybersecurity or information security. / Strong knowledge of network security, firewalls, VPNs, IDS/IPS, and SIEM tools. / Experience with security tools such as (e.g., Splunk, Fortinet, Palo Alto, Cisco Security). / Familiarity with operating systems (Windows, Linux) and cloud security (AWS, Azure is a plus). / Knowledge of security frameworks and standards (ISO 27001, NIST, etc.). / Experience in incident response and threat analysis. / Relevant certifications are a plus (CISSP, CEH, CISM, Security+). / Strong analytical and problem-solving skills. / Good communication skills and ability to work in a team environment."
Senior AI Backend Engineer - Remotely,Taa Consultancy -,1 month ago,"Cairo, Egypt",Full TimeRemoteExperienced · 4 - 7 Yrs of Exp · IT/Software Development · AI · Computer Science · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/hhik01jhfm0o-senior-ai-backend-engineer-remotely-taa-consultancy-cairo-egypt,Confidential,"5+ Years of Experience. / Python & Frameworks: Django and/or FastAPI in production, async Python (asyncio, async/await) / AI Integration: LLM APIs (OpenAI, Gemini, etc.), prompt engineering, token/cost optimization / Databases: PostgreSQL (query optimization, indexing), Redis (caching, queuing)  Async Processing: Celery or equivalent, message brokers (RabbitMQ, Redis, SQS) / DevOps: Docker, Git, cloud platforms (AWS/GCP), CI/CD pipelines / API Design: RESTful principles, authentication, rate limiting, error handling."
